time_s,accel_g
0.665500,0.031827
0.666000,0.030346
0.666500,0.010083
0.667000,0.016282
0.667500,0.033628
0.668000,0.009052
0.668500,0.011744
0.669000,0.003942
0.669500,-0.000067
0.670000,0.021479
0.670500,0.013366
0.671000,0.009053
0.671500,0.007762
0.672000,0.009559
0.672500,0.011860
0.673000,-0.005816
0.673500,-0.011508
0.674000,-0.020495
0.674500,-0.001346
0.675000,-0.018945
0.675500,-0.030045
0.676000,-0.018740
0.676500,-0.016394
0.677000,-0.008517
0.677500,-0.006627
0.678000,-0.023420
0.678500,-0.023197
0.679000,-0.017222
0.679500,-0.024493
0.680000,-0.011643
0.680500,-0.003874
0.681000,-0.005816
0.681500,-0.020011
0.682000,-0.013357
0.682500,0.013882
0.683000,-0.006689
0.683500,0.013158
0.684000,0.014278
0.684500,0.006728
0.685000,0.001733
0.685500,0.015285
0.686000,0.005491
0.686500,0.013433
0.687000,0.016741
0.687500,0.008645
0.688000,0.013318
0.688500,0.011925
0.689000,0.001740
0.689500,0.010961
0.690000,0.004982
0.690500,-0.008647
0.691000,0.004252
0.691500,0.002672
0.692000,-0.002786
0.692500,-0.019653
0.693000,0.006417
0.693500,0.003229
0.694000,0.000730
0.694500,-0.004550
0.695000,-0.022202
0.695500,-0.010011
0.696000,-0.021858
0.696500,0.008244
0.697000,-0.019572
0.697500,-0.008094
0.698000,-0.030363
0.698500,-0.026366
0.699000,-0.019338
0.699500,-0.006039
0.700000,-0.006388
0.700500,-0.007522
0.701000,-0.027255
0.701500,0.004473
0.702000,-0.014084
0.702500,0.013447
0.703000,0.018119
0.703500,0.009882
0.704000,0.013618
0.704500,-0.006863
0.705000,0.033435
0.705500,0.011493
0.706000,0.020782
0.706500,0.003418
0.707000,0.012287
0.707500,0.001707
0.708000,0.011505
0.708500,0.014069
0.709000,0.016168
0.709500,0.026958
0.710000,0.016907
0.710500,0.013366
0.711000,0.009905
0.711500,0.028006
0.712000,0.000326
0.712500,0.016085
0.713000,-0.017408
0.713500,-0.008608
0.714000,0.002248
0.714500,-0.005440
0.715000,0.024369
0.715500,0.018357
0.716000,-0.024184
0.716500,-0.021043
0.717000,-0.012855
0.717500,0.005133
0.718000,-0.001453
0.718500,-0.009805
0.719000,-0.027183
0.719500,-0.021147
0.720000,-0.038922
0.720500,-0.026544
0.721000,-0.005771
0.721500,-0.000778
0.722000,-0.020159
0.722500,-0.004335
0.723000,0.012664
0.723500,-0.000079
0.724000,-0.002860
0.724500,0.008222
0.725000,0.009222
0.725500,0.006494
0.726000,0.001937
0.726500,0.004477
0.727000,0.010848
0.727500,0.005445
0.728000,0.025010
0.728500,0.021081
0.729000,0.023225
0.729500,0.032542
0.730000,0.027697
0.730500,0.025461
0.731000,0.014112
0.731500,0.007367
0.732000,0.030996
0.732500,-0.000232
0.733000,-0.001307
0.733500,-0.005524
0.734000,0.003547
0.734500,0.003778
0.735000,0.008116
0.735500,-0.006148
0.736000,-0.022855
0.736500,-0.003809
0.737000,0.001433
0.737500,-0.009104
0.738000,-0.011650
0.738500,-0.005345
0.739000,0.002955
0.739500,-0.012173
0.740000,-0.025592
0.740500,-0.016655
0.741000,-0.012042
0.741500,-0.027535
0.742000,-0.000762
0.742500,-0.014876
0.743000,-0.000710
0.743500,-0.002309
0.744000,-0.005744
0.744500,0.015320
0.745000,-0.004890
0.745500,-0.004342
0.746000,0.006908
0.746500,0.013870
0.747000,0.006820
0.747500,-0.001781
0.748000,0.015968
0.748500,0.015895
0.749000,0.031180
0.749500,0.008560
0.750000,0.012991
0.750500,0.005030
0.751000,-0.004576
0.751500,0.010426
0.752000,0.017338
0.752500,-0.002337
0.753000,-0.000161
0.753500,-0.006516
0.754000,0.017188
0.754500,-0.004088
0.755000,0.006463
0.755500,-0.009566
0.756000,-0.001718
0.756500,-0.010213
0.757000,-0.028824
0.757500,-0.005829
0.758000,-0.002432
0.758500,-0.029468
0.759000,-0.011095
0.759500,-0.014179
0.760000,-0.020914
0.760500,-0.012691
0.761000,-0.029390
0.761500,-0.007078
0.762000,0.002900
0.762500,-0.020755
0.763000,-0.007790
0.763500,0.008275
0.764000,-0.003468
0.764500,-0.008493
0.765000,-0.010962
0.765500,0.001406
0.766000,-0.000215
0.766500,0.008877
0.767000,-0.011259
0.767500,0.016000
0.768000,0.002353
0.768500,0.013823
0.769000,0.001007
0.769500,-0.004106
0.770000,0.003642
0.770500,-0.000007
0.771000,0.005797
0.771500,0.015814
0.772000,0.019705
0.772500,0.010335
0.773000,0.002091
0.773500,0.002016
0.774000,0.011343
0.774500,0.015558
0.775000,-0.000348
0.775500,0.000257
0.776000,-0.007400
0.776500,0.000794
0.777000,0.006942
0.777500,-0.032970
0.778000,-0.002547
0.778500,-0.011675
0.779000,-0.030368
0.779500,-0.004707
0.780000,-0.009311
0.780500,-0.005101
0.781000,-0.022632
0.781500,0.012427
0.782000,-0.007608
0.782500,-0.011721
0.783000,0.007562
0.783500,-0.000376
0.784000,0.002362
0.784500,0.006727
0.785000,-0.024455
0.785500,0.014198
0.786000,-0.004676
0.786500,0.002964
0.787000,0.010639
0.787500,-0.004450
0.788000,0.007046
0.788500,0.012595
0.789000,0.005528
0.789500,0.011733
0.790000,-0.008592
0.790500,-0.003946
0.791000,-0.003202
0.791500,0.012145
0.792000,0.045806
0.792500,0.010758
0.793000,0.006222
0.793500,0.006455
0.794000,0.016175
0.794500,0.012584
0.795000,-0.007037
0.795500,0.013492
0.796000,0.001904
0.796500,0.009115
0.797000,-0.020298
0.797500,-0.017073
0.798000,0.003266
0.798500,-0.021818
0.799000,-0.000928
0.799500,-0.002344
0.800000,-0.005034
0.800500,-0.003549
0.801000,-0.004897
0.801500,-0.003354
0.802000,-0.011987
0.802500,-0.008059
0.803000,0.021714
0.803500,0.004220
0.804000,-0.000438
0.804500,-0.001901
0.805000,-0.012238
0.805500,-0.001724
0.806000,-0.005408
0.806500,0.007636
0.807000,-0.009827
0.807500,-0.023149
0.808000,-0.003983
0.808500,0.009684
0.809000,0.028332
0.809500,0.014935
0.810000,-0.004280
0.810500,0.004011
0.811000,-0.002757
0.811500,0.005280
0.812000,-0.001595
0.812500,-0.009000
0.813000,0.011779
0.813500,0.009018
0.814000,0.004924
0.814500,0.009516
0.815000,0.025676
0.815500,0.005685
0.816000,-0.000195
0.816500,0.011250
0.817000,-0.014883
0.817500,0.007990
0.818000,-0.008378
0.818500,-0.009864
0.819000,-0.001617
0.819500,0.013054
0.820000,-0.011987
0.820500,0.004236
0.821000,-0.002142
0.821500,-0.020323
0.822000,0.002404
0.822500,-0.015211
0.823000,-0.021683
0.823500,-0.014769
0.824000,-0.013845
0.824500,-0.000226
0.825000,-0.012901
0.825500,0.010040
0.826000,-0.001889
0.826500,-0.010404
0.827000,-0.010613
0.827500,0.001005
0.828000,-0.020552
0.828500,-0.021005
0.829000,-0.007091
0.829500,0.009002
0.830000,0.005379
0.830500,0.004600
0.831000,0.002934
0.831500,-0.016130
0.832000,0.002835
0.832500,-0.011364
0.833000,0.014892
0.833500,0.006459
0.834000,0.005505
0.834500,0.010105
0.835000,0.008920
0.835500,0.007466
0.836000,0.007958
0.836500,-0.002173
0.837000,-0.010477
0.837500,0.005392
0.838000,0.015500
0.838500,0.010195
0.839000,-0.003016
0.839500,0.004320
0.840000,-0.007084
0.840500,0.000346
0.841000,-0.010309
0.841500,-0.003458
0.842000,0.014646
0.842500,0.001952
0.843000,0.008954
0.843500,-0.013888
0.844000,-0.012996
0.844500,-0.006373
0.845000,-0.000119
0.845500,-0.007353
0.846000,0.005401
0.846500,-0.009598
0.847000,0.010237
0.847500,0.007119
0.848000,-0.012870
0.848500,0.005005
0.849000,-0.002165
0.849500,0.011156
0.850000,-0.003542
0.850500,0.005764
0.851000,0.008864
0.851500,-0.023460
0.852000,-0.014148
0.852500,0.006401
0.853000,0.004206
0.853500,0.015850
0.854000,0.008045
0.854500,-0.006963
0.855000,0.008859
0.855500,-0.002223
0.856000,0.002574
0.856500,-0.000740
0.857000,0.007221
0.857500,-0.011180
0.858000,-0.008924
0.858500,-0.020773
0.859000,0.022073
0.859500,-0.010200
0.860000,-0.009685
0.860500,-0.013403
0.861000,-0.009058
0.861500,-0.007696
0.862000,0.002218
0.862500,-0.002693
0.863000,-0.001590
0.863500,-0.011091
0.864000,-0.006102
0.864500,0.006740
0.865000,-0.005607
0.865500,-0.002143
0.866000,-0.025202
0.866500,0.000666
0.867000,-0.001417
0.867500,0.009472
0.868000,-0.030266
0.868500,-0.001796
0.869000,-0.002538
0.869500,0.000299
0.870000,-0.006060
0.870500,0.003093
0.871000,0.008751
0.871500,0.002871
0.872000,0.000123
0.872500,0.001487
0.873000,0.000206
0.873500,0.004856
0.874000,-0.002458
0.874500,-0.015040
0.875000,0.018463
0.875500,-0.012753
0.876000,0.003434
0.876500,-0.008738
0.877000,0.001039
0.877500,-0.006246
0.878000,0.002397
0.878500,-0.006226
0.879000,-0.011479
0.879500,0.003849
0.880000,0.013348
0.880500,0.002715
0.881000,-0.000396
0.881500,-0.012722
0.882000,-0.003692
0.882500,0.001004
0.883000,-0.010499
0.883500,0.004569
0.884000,-0.005181
0.884500,-0.001483
0.885000,-0.010127
0.885500,-0.010083
0.886000,-0.002902
0.886500,-0.001070
0.887000,-0.001163
0.887500,-0.014429
0.888000,-0.011133
0.888500,-0.003467
0.889000,-0.021228
0.889500,0.008433
0.890000,0.001825
0.890500,-0.000243
0.891000,-0.007092
0.891500,0.008928
0.892000,-0.001363
0.892500,0.020967
0.893000,0.006441
0.893500,-0.011932
0.894000,0.010645
0.894500,-0.001607
0.895000,-0.001336
0.895500,0.001559
0.896000,0.002669
0.896500,0.006391
0.897000,0.011292
0.897500,0.007915
0.898000,-0.004256
0.898500,-0.010984
0.899000,-0.006066
0.899500,0.005024
0.900000,0.009477
0.900500,0.018148
0.901000,-0.013978
0.901500,-0.000375
0.902000,-0.004098
0.902500,-0.006438
0.903000,-0.001599
0.903500,-0.005964
0.904000,-0.006585
0.904500,-0.010744
0.905000,-0.000589
0.905500,0.005829
0.906000,0.011526
0.906500,-0.010055
0.907000,-0.015231
0.907500,-0.007115
0.908000,-0.012555
0.908500,0.006457
0.909000,-0.011592
0.909500,-0.002158
0.910000,-0.015787
0.910500,-0.005262
0.911000,0.000755
0.911500,0.014752
0.912000,-0.006857
0.912500,0.004359
0.913000,-0.019558
0.913500,-0.010336
0.914000,-0.005950
0.914500,-0.002400
0.915000,0.007216
0.915500,0.009459
0.916000,-0.012794
0.916500,0.008648
0.917000,-0.007831
0.917500,0.021555
0.918000,0.006129
0.918500,0.004240
0.919000,0.000584
0.919500,0.001598
0.920000,0.001475
0.920500,-0.005982
0.921000,0.007836
0.921500,0.002496
0.922000,0.006710
0.922500,-0.001968
0.923000,0.004890
0.923500,-0.010003
0.924000,0.032730
0.924500,-0.010434
0.925000,-0.008150
0.925500,0.005642
0.926000,0.008137
0.926500,-0.012279
0.927000,-0.020996
0.927500,-0.018310
0.928000,-0.014142
0.928500,-0.011854
0.929000,-0.005376
0.929500,0.006911
0.930000,0.007817
0.930500,-0.008638
0.931000,0.003361
0.931500,0.007307
0.932000,0.013068
0.932500,-0.002022
0.933000,-0.007329
0.933500,0.008110
0.934000,0.016248
0.934500,-0.003706
0.935000,0.021410
0.935500,0.019440
0.936000,-0.000117
0.936500,-0.012989
0.937000,-0.003165
0.937500,-0.000689
0.938000,0.008096
0.938500,-0.014054
0.939000,0.026758
0.939500,0.025581
0.940000,-0.005396
0.940500,-0.017170
0.941000,-0.000683
0.941500,0.004777
0.942000,0.013501
0.942500,0.006645
0.943000,-0.003005
0.943500,-0.021173
0.944000,0.003132
0.944500,0.006005
0.945000,-0.005935
0.945500,-0.000441
0.946000,-0.001455
0.946500,-0.006157
0.947000,-0.015449
0.947500,-0.000558
0.948000,-0.018178
0.948500,0.010078
0.949000,-0.012794
0.949500,0.001316
0.950000,-0.010652
0.950500,0.000766
0.951000,-0.004763
0.951500,0.003086
0.952000,-0.009704
0.952500,-0.017634
0.953000,-0.003665
0.953500,-0.003891
0.954000,-0.014952
0.954500,-0.006368
0.955000,-0.015788
0.955500,0.002465
0.956000,-0.002096
0.956500,0.002058
0.957000,0.028144
0.957500,0.003842
0.958000,0.006068
0.958500,0.008606
0.959000,0.000875
0.959500,-0.003780
0.960000,0.010712
0.960500,0.011963
0.961000,-0.027807
0.961500,-0.000623
0.962000,-0.002796
0.962500,-0.005471
0.963000,0.012148
0.963500,-0.006071
0.964000,0.007461
0.964500,-0.007045
0.965000,-0.006109
0.965500,0.004867
0.966000,-0.010145
0.966500,-0.004681
0.967000,-0.014341
0.967500,-0.012346
0.968000,0.003605
0.968500,0.002171
0.969000,-0.015106
0.969500,-0.015432
0.970000,0.022002
0.970500,-0.009693
0.971000,-0.011726
0.971500,0.002404
0.972000,-0.010132
0.972500,-0.005652
0.973000,0.007328
0.973500,0.008795
0.974000,-0.002733
0.974500,0.013071
0.975000,-0.001374
0.975500,-0.001950
0.976000,0.000740
0.976500,-0.001950
0.977000,0.006655
0.977500,0.004433
0.978000,-0.005975
0.978500,0.003677
0.979000,-0.003496
0.979500,-0.003874
0.980000,0.000429
0.980500,0.011865
0.981000,0.004252
0.981500,0.013922
0.982000,0.016575
0.982500,0.000287
0.983000,-0.005781
0.983500,-0.007982
0.984000,0.002281
0.984500,0.007757
0.985000,0.014533
0.985500,-0.014739
0.986000,0.007207
0.986500,0.008360
0.987000,0.021733
0.987500,-0.000998
0.988000,-0.003381
0.988500,-0.018389
0.989000,-0.011064
0.989500,-0.014348
0.990000,-0.013378
0.990500,-0.012182
0.991000,-0.018375
0.991500,-0.003775
0.992000,0.001254
0.992500,0.005290
0.993000,-0.002958
0.993500,0.008906
0.994000,0.009367
0.994500,-0.016090
0.995000,-0.003265
0.995500,-0.012654
0.996000,-0.009595
0.996500,0.002369
0.997000,-0.000419
0.997500,0.015741
0.998000,0.021807
0.998500,0.005720
0.999000,-0.000263
0.999500,0.000276
1.000000,0.001645
1.000500,0.007456
1.001000,-0.005691
1.001500,0.007352
1.002000,-0.001104
1.002500,0.011691
1.003000,0.014476
1.003500,0.017930
1.004000,-0.001320
1.004500,-0.013593
1.005000,-0.017285
1.005500,-0.003705
1.006000,-0.015290
1.006500,-0.017907
1.007000,-0.005269
1.007500,-0.011870
1.008000,0.004634
1.008500,0.016925
1.009000,-0.004868
1.009500,0.000423
1.010000,-0.018535
1.010500,-0.000954
1.011000,-0.009730
1.011500,-0.013615
1.012000,-0.021096
1.012500,0.013702
1.013000,-0.018204
1.013500,-0.013896
1.014000,-0.001423
1.014500,0.001680
1.015000,0.002047
1.015500,0.000542
1.016000,-0.009133
1.016500,0.007797
1.017000,0.002362
1.017500,-0.013793
1.018000,0.017006
1.018500,-0.002205
1.019000,0.010886
1.019500,-0.012997
1.020000,-0.010245
1.020500,-0.004026
1.021000,-0.005202
1.021500,0.011801
1.022000,-0.014649
1.022500,0.003099
1.023000,-0.008861
1.023500,0.006237
1.024000,0.002905
1.024500,-0.004950
1.025000,0.022502
1.025500,-0.000479
1.026000,0.010634
1.026500,-0.013913
1.027000,-0.002171
1.027500,-0.000323
1.028000,-0.000082
1.028500,-0.005144
1.029000,-0.010188
1.029500,-0.032999
1.030000,-0.007865
1.030500,-0.011440
1.031000,-0.004856
1.031500,0.006305
1.032000,0.019947
1.032500,0.003193
1.033000,0.008186
1.033500,0.004496
1.034000,0.005686
1.034500,0.004562
1.035000,-0.003695
1.035500,-0.004035
1.036000,0.002821
1.036500,0.017808
1.037000,0.007941
1.037500,0.016509
1.038000,-0.012274
1.038500,0.003593
1.039000,0.005158
1.039500,0.006574
1.040000,-0.012220
1.040500,-0.016804
1.041000,-0.019533
1.041500,-0.002243
1.042000,0.025194
1.042500,0.003873
1.043000,-0.010506
1.043500,0.004871
1.044000,-0.001700
1.044500,0.002833
1.045000,-0.003613
1.045500,-0.012284
1.046000,-0.004904
1.046500,0.007293
1.047000,0.002931
1.047500,0.011850
1.048000,-0.011326
1.048500,0.009645
1.049000,-0.000436
1.049500,0.000707
1.050000,0.011095
1.050500,-0.002797
1.051000,0.000981
1.051500,0.004787
1.052000,0.004866
1.052500,0.006563
1.053000,0.011416
1.053500,0.003917
1.054000,-0.005630
1.054500,0.023434
1.055000,-0.001147
1.055500,0.003173
1.056000,-0.007823
1.056500,-0.021920
1.057000,-0.007609
1.057500,0.001082
1.058000,0.006002
1.058500,0.001222
1.059000,0.009120
1.059500,0.011297
1.060000,0.011453
1.060500,0.001778
1.061000,0.002695
1.061500,-0.000188
1.062000,-0.006725
1.062500,0.016296
1.063000,-0.010406
1.063500,0.001236
1.064000,0.004128
1.064500,-0.019654
1.065000,0.009014
1.065500,-0.002101
1.066000,0.003440
1.066500,-0.002332
1.067000,-0.014596
1.067500,0.002475
1.068000,0.001326
1.068500,0.010010
1.069000,0.004562
1.069500,-0.017225
1.070000,0.010428
1.070500,0.007211
1.071000,0.006774
1.071500,0.003861
1.072000,-0.008121
1.072500,0.004218
1.073000,-0.004759
1.073500,0.027726
1.074000,-0.003394
1.074500,-0.012023
1.075000,-0.004208
1.075500,0.013748
1.076000,-0.006178
1.076500,-0.024717
1.077000,0.014620
1.077500,0.003425
1.078000,-0.004583
1.078500,0.007749
1.079000,-0.008406
1.079500,-0.010699
1.080000,0.010752
1.080500,-0.003753
1.081000,0.006868
1.081500,0.001806
1.082000,0.010117
1.082500,0.002933
1.083000,-0.018609
1.083500,0.008694
1.084000,-0.002895
1.084500,0.010613
1.085000,0.002819
1.085500,0.015807
1.086000,-0.001724
1.086500,-0.019320
1.087000,-0.002142
1.087500,0.006008
1.088000,-0.002768
1.088500,-0.004238
1.089000,0.014968
1.089500,-0.001499
1.090000,0.010358
1.090500,0.001126
1.091000,-0.014984
1.091500,-0.010072
1.092000,-0.003918
1.092500,0.002208
1.093000,-0.009038
1.093500,-0.015097
1.094000,-0.011104
1.094500,-0.006143
1.095000,-0.009706
1.095500,-0.006603
1.096000,0.017973
1.096500,0.002286
1.097000,-0.008529
1.097500,-0.000283
1.098000,0.015788
1.098500,0.006676
1.099000,-0.000618
1.099500,-0.012965
1.100000,-0.016213
1.100500,-0.002455
1.101000,0.000058
1.101500,-0.014977
1.102000,-0.011985
1.102500,0.001075
1.103000,-0.020611
1.103500,-0.015629
1.104000,0.001112
1.104500,0.007233
1.105000,0.004774
1.105500,0.011505
1.106000,0.017208
1.106500,0.010294
1.107000,-0.001472
1.107500,0.022346
1.108000,0.017722
1.108500,0.010109
1.109000,-0.007589
1.109500,0.004372
1.110000,-0.020767
1.110500,-0.003324
1.111000,-0.025058
1.111500,-0.004514
1.112000,0.009824
1.112500,-0.000359
1.113000,0.015534
1.113500,-0.000696
1.114000,0.000296
1.114500,-0.003752
1.115000,0.004617
1.115500,-0.000997
1.116000,0.011436
1.116500,0.015647
1.117000,0.003366
1.117500,-0.011478
1.118000,0.005523
1.118500,0.013655
1.119000,0.006784
1.119500,0.003376
1.120000,0.010047
1.120500,0.014000
1.121000,-0.025147
1.121500,0.016340
1.122000,0.009031
1.122500,0.006232
1.123000,-0.004039
1.123500,0.003871
1.124000,0.007749
1.124500,-0.013149
1.125000,0.009206
1.125500,0.002416
1.126000,0.016348
1.126500,0.008374
1.127000,-0.000242
1.127500,0.001956
1.128000,0.007707
1.128500,0.002621
1.129000,0.006473
1.129500,-0.006296
1.130000,-0.011824
1.130500,-0.005219
1.131000,-0.013953
1.131500,-0.007584
1.132000,0.003592
1.132500,-0.016415
1.133000,-0.012506
1.133500,0.007057
1.134000,-0.005673
1.134500,-0.000528
1.135000,-0.012821
1.135500,-0.010907
1.136000,-0.003474
1.136500,0.015923
1.137000,0.004107
1.137500,-0.016994
1.138000,0.004338
1.138500,0.009203
1.139000,0.007028
1.139500,-0.011986
1.140000,-0.000254
1.140500,0.021799
1.141000,-0.008622
1.141500,0.004206
1.142000,-0.006497
1.142500,-0.011566
1.143000,-0.003050
1.143500,0.011678
1.144000,0.013057
1.144500,-0.007284
1.145000,-0.003157
1.145500,-0.007290
1.146000,-0.019174
1.146500,0.007643
1.147000,0.017121
1.147500,0.016485
1.148000,-0.003261
1.148500,0.014584
1.149000,0.012112
1.149500,-0.002300
1.150000,0.000893
1.150500,-0.002879
1.151000,0.003061
1.151500,0.018677
1.152000,-0.008859
1.152500,-0.011672
1.153000,0.008882
1.153500,0.000640
1.154000,-0.018954
1.154500,-0.010240
1.155000,-0.008442
1.155500,-0.006292
1.156000,0.003004
1.156500,0.009740
1.157000,-0.001793
1.157500,0.001361
1.158000,-0.007505
1.158500,0.010236
1.159000,0.013564
1.159500,-0.002393
1.160000,-0.007039
1.160500,0.021223
1.161000,0.009919
1.161500,-0.008144
1.162000,-0.015995
1.162500,-0.001882
1.163000,0.013174
1.163500,-0.004139
1.164000,-0.001044
1.164500,-0.003423
1.165000,0.008090
1.165500,0.015589
1.166000,-0.010920
1.166500,-0.001194
1.167000,-0.000311
1.167500,-0.004563
1.168000,-0.010339
1.168500,0.009777
1.169000,0.003049
1.169500,0.008602
1.170000,0.016456
1.170500,-0.002465
1.171000,0.006485
1.171500,-0.003088
1.172000,-0.000066
1.172500,0.004027
1.173000,-0.001054
1.173500,-0.014645
1.174000,0.015448
1.174500,0.001782
1.175000,-0.011266
1.175500,-0.021966
1.176000,-0.000153
1.176500,0.006601
1.177000,0.010159
1.177500,0.011251
1.178000,-0.003719
1.178500,0.006596
1.179000,-0.015236
1.179500,0.001791
1.180000,0.009540
1.180500,-0.005640
1.181000,-0.001030
1.181500,0.001761
1.182000,0.002201
1.182500,0.015852
1.183000,-0.009754
1.183500,0.014586
1.184000,-0.011216
1.184500,-0.005305
1.185000,-0.006306
1.185500,0.000668
1.186000,-0.003364
1.186500,0.006470
1.187000,0.001780
1.187500,0.023710
1.188000,0.005523
1.188500,-0.000901
1.189000,0.005331
1.189500,0.007511
1.190000,-0.000455
1.190500,-0.009781
1.191000,-0.006795
1.191500,0.002946
1.192000,0.009404
1.192500,0.005767
1.193000,-0.000036
1.193500,0.006369
1.194000,-0.004312
1.194500,0.003116
1.195000,0.014653
1.195500,0.011523
1.196000,0.013849
1.196500,-0.003481
1.197000,0.002230
1.197500,-0.009937
1.198000,0.009353
1.198500,-0.004084
1.199000,-0.013006
1.199500,-0.004747
1.200000,0.002826
1.200500,-0.021733
1.201000,-0.013732
1.201500,0.010409
1.202000,0.001589
1.202500,0.000275
1.203000,-0.015268
1.203500,0.016795
1.204000,0.011316
1.204500,0.008165
1.205000,-0.009901
1.205500,0.007094
1.206000,0.012821
1.206500,-0.001835
1.207000,-0.001009
1.207500,-0.003224
1.208000,0.007522
1.208500,-0.000839
1.209000,-0.001667
1.209500,-0.013067
1.210000,-0.015197
1.210500,0.010747
1.211000,0.017045
1.211500,0.009864
1.212000,0.015312
1.212500,-0.004371
1.213000,0.000432
1.213500,0.004554
1.214000,-0.000933
1.214500,0.017323
1.215000,-0.012747
1.215500,-0.005297
1.216000,-0.003137
1.216500,-0.006787
1.217000,0.008673
1.217500,-0.019769
1.218000,0.011536
1.218500,0.009200
1.219000,0.003326
1.219500,0.014145
1.220000,0.023701
1.220500,0.002094
1.221000,0.007633
1.221500,0.004336
1.222000,0.005717
1.222500,-0.004460
1.223000,-0.006505
1.223500,0.006885
1.224000,-0.004315
1.224500,0.010316
1.225000,0.009070
1.225500,-0.003258
1.226000,0.004929
1.226500,0.002155
1.227000,0.000064
1.227500,0.012825
1.228000,0.001946
1.228500,0.003905
1.229000,-0.017800
1.229500,0.007561
1.230000,-0.012807
1.230500,-0.002314
1.231000,0.017590
1.231500,0.019293
1.232000,-0.002501
1.232500,-0.011230
1.233000,0.005245
1.233500,-0.002806
1.234000,0.004477
1.234500,-0.012444
1.235000,0.012102
1.235500,0.016310
1.236000,-0.013693
1.236500,-0.007013
1.237000,-0.006322
1.237500,0.007902
1.238000,-0.019116
1.238500,0.002583
1.239000,-0.001796
1.239500,-0.007428
1.240000,0.007522
1.240500,-0.018969
1.241000,-0.013133
1.241500,-0.007232
1.242000,0.007737
1.242500,-0.002764
1.243000,-0.007503
1.243500,0.005663
1.244000,-0.003853
1.244500,-0.005404
1.245000,-0.001896
1.245500,0.004602
1.246000,0.028233
1.246500,-0.009488
1.247000,0.004232
1.247500,-0.000019
1.248000,-0.001004
1.248500,0.016822
1.249000,0.009421
1.249500,0.008425
1.250000,-0.002789
1.250500,-0.006725
1.251000,0.004671
1.251500,-0.001147
1.252000,-0.004054
1.252500,0.008335
1.253000,-0.010461
1.253500,-0.005735
1.254000,0.009333
1.254500,0.000577
1.255000,0.007993
1.255500,-0.007260
1.256000,0.008223
1.256500,-0.005962
1.257000,0.014612
1.257500,0.008925
1.258000,0.005613
1.258500,0.016278
1.259000,0.004407
1.259500,-0.005409
1.260000,0.016411
1.260500,0.004364
1.261000,0.013101
1.261500,0.002476
1.262000,0.012609
1.262500,-0.007598
1.263000,-0.011524
1.263500,-0.012860
1.264000,0.008836
1.264500,-0.018310
1.265000,-0.016406
1.265500,-0.012691
1.266000,0.003878
1.266500,0.006004
1.267000,-0.006430
1.267500,0.009648
1.268000,0.005038
1.268500,0.013993
1.269000,0.011380
1.269500,-0.004898
1.270000,0.004010
1.270500,0.000390
1.271000,0.006656
1.271500,0.004069
1.272000,0.002279
1.272500,0.009107
1.273000,0.002585
1.273500,0.009254
1.274000,0.002231
1.274500,0.000251
1.275000,0.010971
1.275500,0.011215
1.276000,0.014015
1.276500,0.007860
1.277000,-0.000606
1.277500,0.003345
1.278000,0.002963
1.278500,-0.016206
1.279000,-0.009914
1.279500,0.016478
1.280000,0.000637
1.280500,-0.027250
1.281000,0.000014
1.281500,0.002803
1.282000,-0.011053
1.282500,0.023934
1.283000,0.012485
1.283500,0.009389
1.284000,-0.000555
1.284500,0.006188
1.285000,0.009846
1.285500,0.006244
1.286000,-0.005127
1.286500,0.003504
1.287000,0.002986
1.287500,0.004632
1.288000,-0.008614
1.288500,0.004434
1.289000,0.001873
1.289500,0.004228
1.290000,0.003905
1.290500,-0.012438
1.291000,0.010448
1.291500,0.009370
1.292000,-0.011494
1.292500,0.000921
1.293000,-0.006656
1.293500,-0.002732
1.294000,0.011729
1.294500,0.006961
1.295000,0.021354
1.295500,0.002444
1.296000,-0.009709
1.296500,0.002507
1.297000,-0.023066
1.297500,0.018955
1.298000,0.003709
1.298500,0.005476
1.299000,0.002460
1.299500,-0.007618
1.300000,-0.000381
1.300500,-0.007065
1.301000,-0.004391
1.301500,0.003949
1.302000,-0.011403
1.302500,0.016925
1.303000,-0.010084
1.303500,0.008811
1.304000,-0.005839
1.304500,-0.011865
1.305000,0.004353
1.305500,0.002178
1.306000,-0.001717
1.306500,-0.000041
1.307000,-0.005647
1.307500,0.004814
1.308000,-0.004195
1.308500,0.000825
1.309000,0.011695
1.309500,-0.012518
1.310000,-0.005014
1.310500,-0.006057
1.311000,-0.007263
1.311500,-0.012752
1.312000,-0.002085
1.312500,0.002129
1.313000,-0.000535
1.313500,-0.015329
1.314000,0.007272
1.314500,0.007482
1.315000,0.001135
1.315500,-0.009567
1.316000,-0.008202
1.316500,0.019609
1.317000,0.017305
1.317500,0.004845
1.318000,-0.009011
1.318500,0.012537
1.319000,0.001698
1.319500,0.016531
1.320000,-0.005863
1.320500,0.004453
1.321000,-0.002326
1.321500,0.007206
1.322000,-0.006589
1.322500,0.008823
1.323000,-0.004132
1.323500,-0.009147
1.324000,0.005363
1.324500,0.002065
1.325000,-0.021253
1.325500,-0.000623
1.326000,0.000842
1.326500,0.001716
1.327000,0.020260
1.327500,-0.006438
1.328000,-0.000157
1.328500,-0.016840
1.329000,-0.014389
1.329500,-0.005547
1.330000,-0.001117
1.330500,-0.001743
1.331000,0.006580
