t_s,theta1_rad,theta2_rad,omega1_rad_s,omega2_rad_s,energy_J,energy_drift_rel
6.400000e+00,1.345912e-01,1.654460e+00,2.929836e+00,-4.665557e+00,1.490359e-01,-1.003160e-08
6.410000e+00,1.644136e-01,1.606837e+00,3.036965e+00,-4.861688e+00,1.490359e-01,-9.721659e-09
6.420000e+00,1.953798e-01,1.557170e+00,3.158911e+00,-5.074823e+00,1.490359e-01,-9.384495e-09
6.430000e+00,2.276481e-01,1.505273e+00,3.297772e+00,-5.308246e+00,1.490359e-01,-9.067307e-09
6.440000e+00,2.613998e-01,1.450925e+00,3.456016e+00,-5.565821e+00,1.490359e-01,-8.884922e-09
6.450000e+00,2.968425e-01,1.393861e+00,3.636480e+00,-5.852008e+00,1.490359e-01,-9.090024e-09
6.460000e+00,3.342138e-01,1.333773e+00,3.842254e+00,-6.171745e+00,1.490359e-01,-1.019718e-08
6.470000e+00,3.737820e-01,1.270298e+00,4.076322e+00,-6.530001e+00,1.490359e-01,-1.315642e-08
6.480000e+00,4.158414e-01,1.203031e+00,4.340663e+00,-6.930606e+00,1.490359e-01,-1.941072e-08
6.490000e+00,4.606935e-01,1.131544e+00,4.634269e+00,-7.373615e+00,1.490359e-01,-3.005389e-08
6.500000e+00,5.085995e-01,1.055446e+00,4.949234e+00,-7.850001e+00,1.490359e-01,-4.184446e-08
6.510000e+00,5.596807e-01,9.745192e-01,5.264240e+00,-8.332711e+00,1.490359e-01,-3.788772e-08
6.520000e+00,6.137467e-01,8.889512e-01,5.537192e+00,-8.766420e+00,1.490359e-01,1.358460e-08
6.530000e+00,6.700768e-01,7.996310e-01,5.705795e+00,-9.068032e+00,1.490360e-01,1.064856e-07
6.540000e+00,7.273103e-01,7.083043e-01,5.710229e+00,-9.157563e+00,1.490360e-01,1.388572e-07
6.550000e+00,7.836669e-01,6.172730e-01,5.532413e+00,-9.011987e+00,1.490360e-01,5.967066e-08
6.560000e+00,8.374757e-01,5.286728e-01,5.210648e+00,-8.685159e+00,1.490359e-01,-2.761119e-08
6.570000e+00,8.876183e-01,4.438728e-01,4.809971e+00,-8.266786e+00,1.490359e-01,-5.587887e-08
6.580000e+00,9.335991e-01,3.633869e-01,4.385647e+00,-7.832301e+00,1.490359e-01,-4.826984e-08
6.590000e+00,9.753630e-01,2.871316e-01,3.970240e+00,-7.425518e+00,1.490359e-01,-3.472721e-08
6.600000e+00,1.013082e+00,2.147208e-01,3.577953e+00,-7.064991e+00,1.490359e-01,-2.548077e-08
6.610000e+00,1.047012e+00,1.456629e-01,3.212411e+00,-6.754917e+00,1.490359e-01,-2.081037e-08
6.620000e+00,1.077415e+00,7.946219e-02,2.872264e+00,-6.492867e+00,1.490359e-01,-1.895651e-08
6.630000e+00,1.104531e+00,1.566169e-02,2.554260e+00,-6.273976e+00,1.490359e-01,-1.851818e-08
6.640000e+00,1.128562e+00,-4.614333e-02,2.254707e+00,-6.092893e+00,1.490359e-01,-1.869689e-08
6.650000e+00,1.149675e+00,-1.063054e-01,1.970103e+00,-5.944586e+00,1.490359e-01,-1.909651e-08
6.660000e+00,1.168003e+00,-1.651294e-01,1.697360e+00,-5.824600e+00,1.490359e-01,-1.953804e-08
6.670000e+00,1.183653e+00,-2.228789e-01,1.433856e+00,-5.729084e+00,1.490359e-01,-1.994903e-08
6.680000e+00,1.196704e+00,-2.797815e-01,1.177413e+00,-5.654725e+00,1.490359e-01,-2.030629e-08
6.690000e+00,1.207219e+00,-3.360343e-01,9.262585e-01,-5.598660e+00,1.490359e-01,-2.060719e-08
6.700000e+00,1.215242e+00,-3.918073e-01,6.789749e-01,-5.558374e+00,1.490359e-01,-2.085709e-08
6.710000e+00,1.220807e+00,-4.472469e-01,4.344625e-01,-5.531629e+00,1.490359e-01,-2.106364e-08
6.720000e+00,1.223938e+00,-5.024782e-01,1.919053e-01,-5.516386e+00,1.490359e-01,-2.123379e-08
6.730000e+00,1.224650e+00,-5.576066e-01,-4.925603e-02,-5.510750e+00,1.490359e-01,-2.137358e-08
6.740000e+00,1.222956e+00,-6.127192e-01,-2.893459e-01,-5.512927e+00,1.490359e-01,-2.148760e-08
6.750000e+00,1.218866e+00,-6.678854e-01,-5.284716e-01,-5.521187e+00,1.490359e-01,-2.157946e-08
6.760000e+00,1.212390e+00,-7.231576e-01,-7.665395e-01,-5.533843e+00,1.490359e-01,-2.165163e-08
6.770000e+00,1.203540e+00,-7.785714e-01,-1.003271e+00,-5.549234e+00,1.490359e-01,-2.170624e-08
6.780000e+00,1.192331e+00,-8.341459e-01,-1.238218e+00,-5.565717e+00,1.490359e-01,-2.174527e-08
6.790000e+00,1.178783e+00,-8.898840e-01,-1.470783e+00,-5.581670e+00,1.490359e-01,-2.177049e-08
6.800000e+00,1.162925e+00,-9.457723e-01,-1.700238e+00,-5.595498e+00,1.490359e-01,-2.178391e-08
6.810000e+00,1.144792e+00,-1.001782e+00,-1.925749e+00,-5.605646e+00,1.490359e-01,-2.178810e-08
6.820000e+00,1.124427e+00,-1.057868e+00,-2.146404e+00,-5.610617e+00,1.490359e-01,-2.178561e-08
6.830000e+00,1.101883e+00,-1.113972e+00,-2.361237e+00,-5.608991e+00,1.490359e-01,-2.177918e-08
6.840000e+00,1.077225e+00,-1.170021e+00,-2.569257e+00,-5.599448e+00,1.490359e-01,-2.177149e-08
6.850000e+00,1.050524e+00,-1.225931e+00,-2.769482e+00,-5.580785e+00,1.490359e-01,-2.176524e-08
6.860000e+00,1.021864e+00,-1.281603e+00,-2.960961e+00,-5.551938e+00,1.490359e-01,-2.176241e-08
6.870000e+00,9.913370e-01,-1.336932e+00,-3.142800e+00,-5.511992e+00,1.490359e-01,-2.176409e-08
6.880000e+00,9.590430e-01,-1.391803e+00,-3.314184e+00,-5.460197e+00,1.490359e-01,-2.177099e-08
6.890000e+00,9.250905e-01,-1.446095e+00,-3.474391e+00,-5.395966e+00,1.490359e-01,-2.178282e-08
6.900000e+00,8.895945e-01,-1.499680e+00,-3.622807e+00,-5.318880e+00,1.490359e-01,-2.179877e-08
6.910000e+00,8.526754e-01,-1.552429e+00,-3.758926e+00,-5.228680e+00,1.490359e-01,-2.181732e-08
6.920000e+00,8.144583e-01,-1.604209e+00,-3.882360e+00,-5.125256e+00,1.490359e-01,-2.183689e-08
6.930000e+00,7.750714e-01,-1.654890e+00,-3.992832e+00,-5.008640e+00,1.490359e-01,-2.185591e-08
6.940000e+00,7.346454e-01,-1.704339e+00,-4.090174e+00,-4.878994e+00,1.490359e-01,-2.187282e-08
6.950000e+00,6.933120e-01,-1.752427e+00,-4.174321e+00,-4.736590e+00,1.490359e-01,-2.188680e-08
6.960000e+00,6.512029e-01,-1.799029e+00,-4.245308e+00,-4.581807e+00,1.490359e-01,-2.189721e-08
6.970000e+00,6.084493e-01,-1.844024e+00,-4.303256e+00,-4.415116e+00,1.490359e-01,-2.190394e-08
6.980000e+00,5.651805e-01,-1.887294e+00,-4.348377e+00,-4.237073e+00,1.490359e-01,-2.190734e-08
6.990000e+00,5.215235e-01,-1.928729e+00,-4.380962e+00,-4.048314e+00,1.490359e-01,-2.190819e-08
7.000000e+00,4.776018e-01,-1.968227e+00,-4.401384e+00,-3.849552e+00,1.490359e-01,-2.190741e-08
7.010000e+00,4.335349e-01,-2.005690e+00,-4.410088e+00,-3.641570e+00,1.490359e-01,-2.190593e-08
7.020000e+00,3.894374e-01,-2.041030e+00,-4.407599e+00,-3.425222e+00,1.490359e-01,-2.190452e-08
7.030000e+00,3.454183e-01,-2.074169e+00,-4.394511e+00,-3.201427e+00,1.490359e-01,-2.190396e-08
7.040000e+00,3.015803e-01,-2.105037e+00,-4.371491e+00,-2.971162e+00,1.490359e-01,-2.190467e-08
7.050000e+00,2.580191e-01,-2.133574e+00,-4.339270e+00,-2.735458e+00,1.490359e-01,-2.190636e-08
7.060000e+00,2.148229e-01,-2.159732e+00,-4.298639e+00,-2.495384e+00,1.490359e-01,-2.190872e-08
7.070000e+00,1.720716e-01,-2.183471e+00,-4.250442e+00,-2.252038e+00,1.490359e-01,-2.191107e-08
7.080000e+00,1.298364e-01,-2.204765e+00,-4.195566e+00,-2.006528e+00,1.490359e-01,-2.191228e-08
7.090000e+00,8.817949e-02,-2.223598e+00,-4.134925e+00,-1.759954e+00,1.490359e-01,-2.191141e-08
7.100000e+00,4.715396e-02,-2.239964e+00,-4.069454e+00,-1.513387e+00,1.490359e-01,-2.190721e-08
7.110000e+00,6.803390e-03,-2.253869e+00,-4.000089e+00,-1.267852e+00,1.490359e-01,-2.189881e-08
7.120000e+00,-3.283794e-02,-2.265328e+00,-3.927759e+00,-1.024302e+00,1.490359e-01,-2.188570e-08
7.130000e+00,-7.174491e-02,-2.274365e+00,-3.853365e+00,-7.836094e-01,1.490359e-01,-2.186751e-08
7.140000e+00,-1.099012e-01,-2.281012e+00,-3.777774e+00,-5.465415e-01,1.490359e-01,-2.184422e-08
7.150000e+00,-1.472991e-01,-2.285310e+00,-3.701808e+00,-3.137552e-01,1.490359e-01,-2.181646e-08
7.160000e+00,-1.839387e-01,-2.287303e+00,-3.626234e+00,-8.578622e-02,1.490359e-01,-2.178484e-08
7.170000e+00,-2.198275e-01,-2.287043e+00,-3.551759e+00,1.369547e-01,1.490359e-01,-2.175027e-08
7.180000e+00,-2.549797e-01,-2.284583e+00,-3.479028e+00,3.541829e-01,1.490359e-01,-2.171375e-08
7.190000e+00,-2.894158e-01,-2.279978e+00,-3.408624e+00,5.657372e-01,1.490359e-01,-2.167634e-08
7.200000e+00,-3.231617e-01,-2.273287e+00,-3.341068e+00,7.715757e-01,1.490359e-01,-2.163891e-08
7.210000e+00,-3.562482e-01,-2.264566e+00,-3.276825e+00,9.717684e-01,1.490359e-01,-2.160235e-08
7.220000e+00,-3.887106e-01,-2.253870e+00,-3.216306e+00,1.166490e+00,1.490359e-01,-2.156720e-08
7.230000e+00,-4.205880e-01,-2.241253e+00,-3.159878e+00,1.356010e+00,1.490359e-01,-2.153393e-08
7.240000e+00,-4.519229e-01,-2.226766e+00,-3.107869e+00,1.540687e+00,1.490359e-01,-2.150288e-08
7.250000e+00,-4.827611e-01,-2.210454e+00,-3.060578e+00,1.720959e+00,1.490359e-01,-2.147410e-08
7.260000e+00,-5.131511e-01,-2.192360e+00,-3.018281e+00,1.897334e+00,1.490359e-01,-2.144757e-08
7.270000e+00,-5.431442e-01,-2.172519e+00,-2.981239e+00,2.070391e+00,1.490359e-01,-2.142325e-08
7.280000e+00,-5.727943e-01,-2.150961e+00,-2.949709e+00,2.240768e+00,1.490359e-01,-2.140095e-08
7.290000e+00,-6.021576e-01,-2.127710e+00,-2.923951e+00,2.409164e+00,1.490359e-01,-2.138070e-08
7.300000e+00,-6.312934e-01,-2.102782e+00,-2.904234e+00,2.576336e+00,1.490359e-01,-2.136255e-08
7.310000e+00,-6.602634e-01,-2.076185e+00,-2.890843e+00,2.743098e+00,1.490359e-01,-2.134693e-08
7.320000e+00,-6.891324e-01,-2.047918e+00,-2.884089e+00,2.910323e+00,1.490359e-01,-2.133481e-08
7.330000e+00,-7.179684e-01,-2.017973e+00,-2.884308e+00,3.078941e+00,1.490359e-01,-2.132801e-08
7.340000e+00,-7.468430e-01,-1.986331e+00,-2.891865e+00,3.249936e+00,1.490359e-01,-2.132977e-08
7.350000e+00,-7.758315e-01,-1.952963e+00,-2.907155e+00,3.424347e+00,1.490359e-01,-2.134529e-08
7.360000e+00,-8.050132e-01,-1.917830e+00,-2.930585e+00,3.603245e+00,1.490359e-01,-2.138273e-08
7.370000e+00,-8.344717e-01,-1.880880e+00,-2.962561e+00,3.787714e+00,1.490359e-01,-2.145442e-08
7.380000e+00,-8.642942e-01,-1.842053e+00,-3.003441e+00,3.978794e+00,1.490359e-01,-2.157801e-08
7.390000e+00,-8.945710e-01,-1.801279e+00,-3.053470e+00,4.177393e+00,1.490359e-01,-2.177621e-08
7.400000e+00,-9.253941e-01,-1.758478e+00,-3.112656e+00,4.384134e+00,1.490359e-01,-2.207325e-08
7.410000e+00,-9.568534e-01,-1.713569e+00,-3.180587e+00,4.599103e+00,1.490359e-01,-2.248173e-08
7.420000e+00,-9.890314e-01,-1.666471e+00,-3.256135e+00,4.821468e+00,1.490359e-01,-2.297036e-08
7.430000e+00,-1.021994e+00,-1.617122e+00,-3.337046e+00,5.048913e+00,1.490359e-01,-2.340109e-08
7.440000e+00,-1.055777e+00,-1.565491e+00,-3.419389e+00,5.276905e+00,1.490359e-01,-2.344069e-08
7.450000e+00,-1.090366e+00,-1.511607e+00,-3.496974e+00,5.497889e+00,1.490359e-01,-2.252070e-08
7.460000e+00,-1.125672e+00,-1.455593e+00,-3.560976e+00,5.700769e+00,1.490359e-01,-2.004487e-08
7.470000e+00,-1.161504e+00,-1.397699e+00,-3.600243e+00,5.871308e+00,1.490359e-01,-1.605762e-08
7.480000e+00,-1.197554e+00,-1.338326e+00,-3.602846e+00,5.994234e+00,1.490359e-01,-1.203473e-08
7.490000e+00,-1.233405e+00,-1.278015e+00,-3.558977e+00,6.057175e+00,1.490359e-01,-1.049812e-08
7.500000e+00,-1.268563e+00,-1.217400e+00,-3.464188e+00,6.055072e+00,1.490359e-01,-1.283956e-08
7.510000e+00,-1.302527e+00,-1.157117e+00,-3.321112e+00,5.992473e+00,1.490359e-01,-1.770094e-08
7.520000e+00,-1.334853e+00,-1.097711e+00,-3.138424e+00,5.882033e+00,1.490359e-01,-2.232996e-08
7.530000e+00,-1.365202e+00,-1.039580e+00,-2.927750e+00,5.740231e+00,1.490359e-01,-2.503373e-08
7.540000e+00,-1.393353e+00,-9.829574e-01,-2.700459e+00,5.582944e+00,1.490359e-01,-2.581879e-08
7.550000e+00,-1.419187e+00,-9.279306e-01,-2.465689e+00,5.422783e+00,1.490359e-01,-2.548615e-08
7.560000e+00,-1.442663e+00,-8.744822e-01,-2.229782e+00,5.268374e+00,1.490359e-01,-2.477269e-08
7.570000e+00,-1.463792e+00,-8.225265e-01,-1.996605e+00,5.124844e+00,1.490359e-01,-2.408364e-08
7.580000e+00,-1.482611e+00,-7.719404e-01,-1.768174e+00,4.994722e+00,1.490359e-01,-2.356210e-08
7.590000e+00,-1.499174e+00,-7.225846e-01,-1.545276e+00,4.878803e+00,1.490359e-01,-2.321810e-08
7.600000e+00,-1.513535e+00,-6.743178e-01,-1.327940e+00,4.776820e+00,1.490359e-01,-2.301453e-08
7.610000e+00,-1.525750e+00,-6.270047e-01,-1.115782e+00,4.687895e+00,1.490359e-01,-2.290848e-08
7.620000e+00,-1.535866e+00,-5.805204e-01,-9.082127e-01,4.610834e+00,1.490359e-01,-2.286490e-08
7.630000e+00,-1.543927e+00,-5.347529e-01,-7.045730e-01,4.544301e+00,1.490359e-01,-2.285884e-08
7.640000e+00,-1.549969e+00,-4.896038e-01,-5.042146e-01,4.486918e+00,1.490359e-01,-2.287401e-08
7.650000e+00,-1.554020e+00,-4.449886e-01,-3.065427e-01,4.437313e+00,1.490359e-01,-2.289993e-08
7.660000e+00,-1.556107e+00,-4.008361e-01,-1.110412e-01,4.394150e+00,1.490359e-01,-2.293012e-08
7.670000e+00,-1.556247e+00,-3.570884e-01,8.271598e-02,4.356136e+00,1.490359e-01,-2.296057e-08
7.680000e+00,-1.554457e+00,-3.137004e-01,2.750602e-01,4.322018e+00,1.490359e-01,-2.298874e-08
7.690000e+00,-1.550750e+00,-2.706391e-01,4.662275e-01,4.290581e+00,1.490359e-01,-2.301286e-08
7.700000e+00,-1.545136e+00,-2.278838e-01,6.563605e-01,4.260642e+00,1.490359e-01,-2.303159e-08
7.710000e+00,-1.537626e+00,-1.854251e-01,8.455118e-01,4.231046e+00,1.490359e-01,-2.304398e-08
7.720000e+00,-1.528229e+00,-1.432655e-01,1.033649e+00,4.200659e+00,1.490359e-01,-2.304882e-08
7.730000e+00,-1.516957e+00,-1.014183e-01,1.220657e+00,4.168367e+00,1.490359e-01,-2.304533e-08
7.740000e+00,-1.503820e+00,-5.990815e-02,1.406350e+00,4.133076e+00,1.490359e-01,-2.303272e-08
7.750000e+00,-1.488835e+00,-1.877038e-02,1.590473e+00,4.093711e+00,1.490359e-01,-2.301037e-08
7.760000e+00,-1.472017e+00,2.194900e-02,1.772712e+00,4.049224e+00,1.490359e-01,-2.297775e-08
7.770000e+00,-1.453388e+00,6.219362e-02,1.952705e+00,3.998593e+00,1.490359e-01,-2.293470e-08
7.780000e+00,-1.432972e+00,1.018971e-01,2.130048e+00,3.940836e+00,1.490359e-01,-2.288125e-08
7.790000e+00,-1.410797e+00,1.409834e-01,2.304313e+00,3.875013e+00,1.490359e-01,-2.281793e-08
7.800000e+00,-1.386897e+00,1.793675e-01,2.475057e+00,3.800241e+00,1.490359e-01,-2.274550e-08
7.810000e+00,-1.361309e+00,2.169557e-01,2.641836e+00,3.715701e+00,1.490359e-01,-2.266514e-08
7.820000e+00,-1.334075e+00,2.536465e-01,2.804219e+00,3.620651e+00,1.490359e-01,-2.257828e-08
7.830000e+00,-1.305241e+00,2.893315e-01,2.961808e+00,3.514431e+00,1.490359e-01,-2.248671e-08
7.840000e+00,-1.274856e+00,3.238960e-01,3.114247e+00,3.396478e+00,1.490359e-01,-2.239230e-08
7.850000e+00,-1.242974e+00,3.572204e-01,3.261242e+00,3.266328e+00,1.490359e-01,-2.229691e-08
7.860000e+00,-1.209650e+00,3.891807e-01,3.402574e+00,3.123626e+00,1.490359e-01,-2.220238e-08
7.870000e+00,-1.174942e+00,4.196502e-01,3.538112e+00,2.968122e+00,1.490359e-01,-2.211042e-08
7.880000e+00,-1.138908e+00,4.485000e-01,3.667829e+00,2.799673e+00,1.490359e-01,-2.202188e-08
7.890000e+00,-1.101605e+00,4.756004e-01,3.791810e+00,2.618240e+00,1.490359e-01,-2.193752e-08
7.900000e+00,-1.063090e+00,5.008217e-01,3.910264e+00,2.423872e+00,1.490359e-01,-2.185704e-08
7.910000e+00,-1.023417e+00,5.240351e-01,4.023530e+00,2.216699e+00,1.490359e-01,-2.177943e-08
7.920000e+00,-9.826349e-01,5.451136e-01,4.132088e+00,1.996907e+00,1.490359e-01,-2.170293e-08
7.930000e+00,-9.407886e-01,5.639319e-01,4.236559e+00,1.764719e+00,1.490359e-01,-2.162453e-08
7.940000e+00,-8.979148e-01,5.803674e-01,4.337713e+00,1.520367e+00,1.490359e-01,-2.154076e-08
7.950000e+00,-8.540423e-01,5.942994e-01,4.436472e+00,1.264054e+00,1.490359e-01,-2.144715e-08
7.960000e+00,-8.091898e-01,6.056091e-01,4.533913e+00,9.959260e-01,1.490359e-01,-2.133871e-08
7.970000e+00,-7.633643e-01,6.141787e-01,4.631279e+00,7.160247e-01,1.490359e-01,-2.121027e-08
7.980000e+00,-7.165598e-01,6.198900e-01,4.729979e+00,4.242470e-01,1.490359e-01,-2.105730e-08
7.990000e+00,-6.687550e-01,6.226231e-01,4.831605e+00,1.202982e-01,1.490359e-01,-2.087697e-08
8.000000e+00,-6.199120e-01,6.222537e-01,4.937942e+00,-1.963552e-01,1.490359e-01,-2.067106e-08
8.010000e+00,-5.699739e-01,6.186509e-01,5.050985e+00,-5.265304e-01,1.490359e-01,-2.045022e-08
8.020000e+00,-5.188626e-01,6.116743e-01,5.172949e+00,-8.713651e-01,1.490359e-01,-2.024283e-08
8.030000e+00,-4.664770e-01,6.011699e-01,5.306280e+00,-1.232333e+00,1.490359e-01,-2.011160e-08
8.040000e+00,-4.126903e-01,5.869679e-01,5.453624e+00,-1.611213e+00,1.490359e-01,-2.018123e-08
8.050000e+00,-3.573486e-01,5.688794e-01,5.617749e+00,-2.009961e+00,1.490359e-01,-2.068245e-08
8.060000e+00,-3.002704e-01,5.466963e-01,5.801332e+00,-2.430389e+00,1.490359e-01,-2.200665e-08
8.070000e+00,-2.412499e-01,5.201959e-01,6.006483e+00,-2.873467e+00,1.490359e-01,-2.471648e-08
8.080000e+00,-1.800665e-01,4.891551e-01,6.233810e+00,-3.337960e+00,1.490359e-01,-2.931432e-08
8.090000e+00,-1.165080e-01,4.533842e-01,6.480658e+00,-3.817904e+00,1.490359e-01,-3.524390e-08
8.100000e+00,-5.041649e-02,4.127932e-01,6.738227e+00,-4.298530e+00,1.490359e-01,-3.839513e-08
8.110000e+00,1.823133e-02,3.675056e-01,6.987779e+00,-4.750946e+00,1.490359e-01,-2.832187e-08
8.120000e+00,8.920920e-02,3.180218e-01,7.198016e+00,-5.128609e+00,1.490359e-01,6.013258e-09
8.130000e+00,1.619263e-01,2.653788e-01,7.328804e+00,-5.372917e+00,1.490360e-01,5.213486e-08
8.140000e+00,2.354034e-01,2.111770e-01,7.345950e+00,-5.434517e+00,1.490360e-01,6.626648e-08
8.150000e+00,3.084335e-01,1.573437e-01,7.240702e+00,-5.301209e+00,1.490359e-01,3.122930e-08
8.160000e+00,3.798831e-01,1.056939e-01,7.035725e+00,-5.006416e+00,1.490359e-01,-1.408184e-08
8.170000e+00,4.489484e-01,5.755832e-02,6.770738e+00,-4.608582e+00,1.490359e-01,-3.655329e-08
8.180000e+00,5.152242e-01,1.367801e-02,6.483209e+00,-4.163410e+00,1.490359e-01,-3.839044e-08
8.190000e+00,5.786240e-01,-2.568382e-02,6.198710e+00,-3.709835e+00,1.490359e-01,-3.268658e-08
8.200000e+00,6.392550e-01,-6.056516e-02,5.930927e+00,-3.269809e+00,1.490359e-01,-2.698316e-08
8.210000e+00,6.973170e-01,-9.115953e-02,5.685347e+00,-2.853422e+00,1.490359e-01,-2.328491e-08
8.220000e+00,7.530390e-01,-1.177236e-01,5.462798e+00,-2.463920e+00,1.490359e-01,-2.136858e-08
8.230000e+00,8.066450e-01,-1.405270e-01,5.261830e+00,-2.101093e+00,1.490359e-01,-2.058727e-08
8.240000e+00,8.583395e-01,-1.598287e-01,5.080051e+00,-1.763225e+00,1.490359e-01,-2.042417e-08
8.250000e+00,9.083012e-01,-1.758674e-01,4.914829e+00,-1.448115e+00,1.490359e-01,-2.055933e-08
8.260000e+00,9.566828e-01,-1.888595e-01,4.763612e+00,-1.153565e+00,1.490359e-01,-2.081663e-08
8.270000e+00,1.003612e+00,-1.990006e-01,4.624062e+00,-8.775958e-01,1.490359e-01,-2.110655e-08
8.280000e+00,1.049196e+00,-2.064677e-01,4.494104e+00,-6.185170e-01,1.490359e-01,-2.138732e-08
8.290000e+00,1.093520e+00,-2.114225e-01,4.371916e+00,-3.749328e-01,1.490359e-01,-2.164210e-08
8.300000e+00,1.136655e+00,-2.140142e-01,4.255916e+00,-1.457158e-01,1.490359e-01,-2.186632e-08
8.310000e+00,1.178655e+00,-2.143817e-01,4.144736e+00,7.002899e-02,1.490359e-01,-2.206090e-08
8.320000e+00,1.219562e+00,-2.126562e-01,4.037195e+00,2.730041e-01,1.490359e-01,-2.222930e-08
8.330000e+00,1.259407e+00,-2.089624e-01,3.932282e+00,4.637566e-01,1.490359e-01,-2.237565e-08
8.340000e+00,1.298213e+00,-2.034203e-01,3.829132e+00,6.427125e-01,1.490359e-01,-2.250366e-08
8.350000e+00,1.335993e+00,-1.961463e-01,3.727014e+00,8.102060e-01,1.490359e-01,-2.261671e-08
8.360000e+00,1.372755e+00,-1.872535e-01,3.625315e+00,9.665058e-01,1.490359e-01,-2.271769e-08
8.370000e+00,1.408499e+00,-1.768528e-01,3.523529e+00,1.111837e+00,1.490359e-01,-2.280873e-08
8.380000e+00,1.443224e+00,-1.650527e-01,3.421248e+00,1.246398e+00,1.490359e-01,-2.289153e-08
8.390000e+00,1.476922e+00,-1.519601e-01,3.318149e+00,1.370377e+00,1.490359e-01,-2.296728e-08
8.400000e+00,1.509583e+00,-1.376798e-01,3.213989e+00,1.483965e+00,1.490359e-01,-2.303687e-08
8.410000e+00,1.541197e+00,-1.223148e-01,3.108598e+00,1.587360e+00,1.490359e-01,-2.310088e-08
8.420000e+00,1.571751e+00,-1.059658e-01,3.001868e+00,1.680780e+00,1.490359e-01,-2.315980e-08
8.430000e+00,1.601230e+00,-8.873161e-02,2.893747e+00,1.764463e+00,1.490359e-01,-2.321376e-08
8.440000e+00,1.629621e+00,-7.070815e-02,2.784233e+00,1.838672e+00,1.490359e-01,-2.326293e-08
8.450000e+00,1.656910e+00,-5.198878e-02,2.673368e+00,1.903696e+00,1.490359e-01,-2.330743e-08
8.460000e+00,1.683084e+00,-3.266380e-02,2.561229e+00,1.959850e+00,1.490359e-01,-2.334733e-08
8.470000e+00,1.708131e+00,-1.282022e-02,2.447923e+00,2.007473e+00,1.490359e-01,-2.338269e-08
8.480000e+00,1.732039e+00,7.458425e-03,2.333581e+00,2.046926e+00,1.490359e-01,-2.341367e-08
8.490000e+00,1.754799e+00,2.809235e-02,2.218353e+00,2.078593e+00,1.490359e-01,-2.344041e-08
8.500000e+00,1.776404e+00,4.900566e-02,2.102401e+00,2.102873e+00,1.490359e-01,-2.346310e-08
8.510000e+00,1.796846e+00,7.012656e-02,1.985896e+00,2.120178e+00,1.490359e-01,-2.348199e-08
8.520000e+00,1.816120e+00,9.138740e-02,1.869012e+00,2.130934e+00,1.490359e-01,-2.349727e-08
8.530000e+00,1.834225e+00,1.127248e-01,1.751925e+00,2.135572e+00,1.490359e-01,-2.350927e-08
8.540000e+00,1.851159e+00,1.340799e-01,1.634806e+00,2.134529e+00,1.490359e-01,-2.351831e-08
8.550000e+00,1.866922e+00,1.553979e-01,1.517819e+00,2.128240e+00,1.490359e-01,-2.352471e-08
8.560000e+00,1.881516e+00,1.766287e-01,1.401120e+00,2.117142e+00,1.490359e-01,-2.352883e-08
8.570000e+00,1.894946e+00,1.977262e-01,1.284854e+00,2.101667e+00,1.490359e-01,-2.353094e-08
8.580000e+00,1.907215e+00,2.186489e-01,1.169153e+00,2.082242e+00,1.490359e-01,-2.353144e-08
8.590000e+00,1.918331e+00,2.393593e-01,1.054134e+00,2.059283e+00,1.490359e-01,-2.353058e-08
8.600000e+00,1.928300e+00,2.598241e-01,9.399011e-01,2.033201e+00,1.490359e-01,-2.352862e-08
8.610000e+00,1.937132e+00,2.800142e-01,8.265408e-01,2.004394e+00,1.490359e-01,-2.352582e-08
8.620000e+00,1.944834e+00,2.999042e-01,7.141246e-01,1.973250e+00,1.490359e-01,-2.352248e-08
8.630000e+00,1.951418e+00,3.194727e-01,6.027078e-01,1.940146e+00,1.490359e-01,-2.351872e-08
8.640000e+00,1.956892e+00,3.387018e-01,4.923296e-01,1.905447e+00,1.490359e-01,-2.351470e-08
8.650000e+00,1.961268e+00,3.575775e-01,3.830134e-01,1.869506e+00,1.490359e-01,-2.351066e-08
8.660000e+00,1.964556e+00,3.760889e-01,2.747675e-01,1.832665e+00,1.490359e-01,-2.350664e-08
8.670000e+00,1.966767e+00,3.942289e-01,1.675850e-01,1.795257e+00,1.490359e-01,-2.350274e-08
8.680000e+00,1.967911e+00,4.119932e-01,6.144465e-02,1.757601e+00,1.490359e-01,-2.349899e-08
8.690000e+00,1.967999e+00,4.293811e-01,-4.368853e-02,1.720012e+00,1.490359e-01,-2.349547e-08
8.700000e+00,1.967040e+00,4.463947e-01,-1.478629e-01,1.682794e+00,1.490359e-01,-2.349219e-08
8.710000e+00,1.965045e+00,4.630392e-01,-2.511397e-01,1.646243e+00,1.490359e-01,-2.348915e-08
8.720000e+00,1.962020e+00,4.793228e-01,-3.535924e-01,1.610651e+00,1.490359e-01,-2.348630e-08
8.730000e+00,1.957975e+00,4.952564e-01,-4.553064e-01,1.576306e+00,1.490359e-01,-2.348368e-08
8.740000e+00,1.952916e+00,5.108540e-01,-5.563788e-01,1.543492e+00,1.490359e-01,-2.348118e-08
8.750000e+00,1.946850e+00,5.261323e-01,-6.569180e-01,1.512492e+00,1.490359e-01,-2.347870e-08
