scheme,r,t,x,u,u_exact
btcs,26.0,0.25,0.140000,0.040837,0.036108
btcs,26.0,0.25,0.160000,0.046206,0.040855
btcs,26.0,0.25,0.180000,0.051392,0.045441
btcs,26.0,0.25,0.200000,0.056376,0.049847
btcs,26.0,0.25,0.220000,0.061137,0.054057
btcs,26.0,0.25,0.240000,0.065656,0.058053
btcs,26.0,0.25,0.260000,0.069917,0.061820
btcs,26.0,0.25,0.280000,0.073901,0.065343
btcs,26.0,0.25,0.300000,0.077594,0.068609
btcs,26.0,0.25,0.320000,0.080981,0.071603
btcs,26.0,0.25,0.340000,0.084048,0.074315
btcs,26.0,0.25,0.360000,0.086784,0.076734
btcs,26.0,0.25,0.380000,0.089177,0.078850
btcs,26.0,0.25,0.400000,0.091218,0.080654
btcs,26.0,0.25,0.420000,0.092899,0.082141
btcs,26.0,0.25,0.440000,0.094213,0.083303
btcs,26.0,0.25,0.460000,0.095156,0.084136
btcs,26.0,0.25,0.480000,0.095723,0.084638
btcs,26.0,0.25,0.500000,0.095912,0.084805
btcs,26.0,0.25,0.520000,0.095723,0.084638
btcs,26.0,0.25,0.540000,0.095156,0.084136
btcs,26.0,0.25,0.560000,0.094213,0.083303
btcs,26.0,0.25,0.580000,0.092899,0.082141
btcs,26.0,0.25,0.600000,0.091218,0.080654
btcs,26.0,0.25,0.620000,0.089177,0.078850
btcs,26.0,0.25,0.640000,0.086784,0.076734
btcs,26.0,0.25,0.660000,0.084048,0.074315
btcs,26.0,0.25,0.680000,0.080981,0.071603
btcs,26.0,0.25,0.700000,0.077594,0.068609
btcs,26.0,0.25,0.720000,0.073901,0.065343
btcs,26.0,0.25,0.740000,0.069917,0.061820
btcs,26.0,0.25,0.760000,0.065656,0.058053
btcs,26.0,0.25,0.780000,0.061137,0.054057
btcs,26.0,0.25,0.800000,0.056376,0.049847
btcs,26.0,0.25,0.820000,0.051392,0.045441
btcs,26.0,0.25,0.840000,0.046206,0.040855
btcs,26.0,0.25,0.860000,0.040837,0.036108
btcs,26.0,0.25,0.880000,0.035308,0.031219
btcs,26.0,0.25,0.900000,0.029638,0.026206
btcs,26.0,0.25,0.920000,0.023852,0.021090
btcs,26.0,0.25,0.940000,0.017972,0.015891
btcs,26.0,0.25,0.960000,0.012021,0.010629
btcs,26.0,0.25,0.980000,0.006022,0.005325
btcs,26.0,0.25,1.000000,0.000000,0.000000
btcs,26.0,0.5,0.000000,0.000000,0.000000
btcs,26.0,0.5,0.020000,0.000578,0.000452
btcs,26.0,0.5,0.040000,0.001153,0.000901
btcs,26.0,0.5,0.060000,0.001724,0.001348
btcs,26.0,0.5,0.080000,0.002288,0.001789
btcs,26.0,0.5,0.100000,0.002843,0.002222
btcs,26.0,0.5,0.120000,0.003386,0.002648
btcs,26.0,0.5,0.140000,0.003917,0.003062
btcs,26.0,0.5,0.160000,0.004432,0.003465
btcs,26.0,0.5,0.180000,0.004929,0.003854
btcs,26.0,0.5,0.200000,0.005407,0.004227
btcs,26.0,0.5,0.220000,0.005864,0.004584
btcs,26.0,0.5,0.240000,0.006297,0.004923
btcs,26.0,0.5,0.260000,0.006706,0.005243
btcs,26.0,0.5,0.280000,0.007088,0.005541
btcs,26.0,0.5,0.300000,0.007442,0.005818
btcs,26.0,0.5,0.320000,0.007767,0.006072
btcs,26.0,0.5,0.340000,0.008061,0.006302
btcs,26.0,0.5,0.360000,0.008324,0.006507
btcs,26.0,0.5,0.380000,0.008553,0.006687
btcs,26.0,0.5,0.400000,0.008749,0.006840
btcs,26.0,0.5,0.420000,0.008910,0.006966
btcs,26.0,0.5,0.440000,0.009036,0.007064
btcs,26.0,0.5,0.460000,0.009127,0.007135
btcs,26.0,0.5,0.480000,0.009181,0.007178
btcs,26.0,0.5,0.500000,0.009199,0.007192
btcs,26.0,0.5,0.520000,0.009181,0.007178
btcs,26.0,0.5,0.540000,0.009127,0.007135
btcs,26.0,0.5,0.560000,0.009036,0.007064
btcs,26.0,0.5,0.580000,0.008910,0.006966
btcs,26.0,0.5,0.600000,0.008749,0.006840
btcs,26.0,0.5,0.620000,0.008553,0.006687
btcs,26.0,0.5,0.640000,0.008324,0.006507
btcs,26.0,0.5,0.660000,0.008061,0.006302
btcs,26.0,0.5,0.680000,0.007767,0.006072
btcs,26.0,0.5,0.700000,0.007442,0.005818
btcs,26.0,0.5,0.720000,0.007088,0.005541
btcs,26.0,0.5,0.740000,0.006706,0.005243
btcs,26.0,0.5,0.760000,0.006297,0.004923
btcs,26.0,0.5,0.780000,0.005864,0.004584
btcs,26.0,0.5,0.800000,0.005407,0.004227
btcs,26.0,0.5,0.820000,0.004929,0.003854
btcs,26.0,0.5,0.840000,0.004432,0.003465
btcs,26.0,0.5,0.860000,0.003917,0.003062
btcs,26.0,0.5,0.880000,0.003386,0.002648
btcs,26.0,0.5,0.900000,0.002843,0.002222
btcs,26.0,0.5,0.920000,0.002288,0.001789
btcs,26.0,0.5,0.940000,0.001724,0.001348
btcs,26.0,0.5,0.960000,0.001153,0.000901
btcs,26.0,0.5,0.980000,0.000578,0.000452
btcs,26.0,0.5,1.000000,0.000000,0.000000
crank_nicolson,0.4,0.0,0.000000,0.000000,0.000000
crank_nicolson,0.4,0.0,0.020000,0.062791,0.062791
crank_nicolson,0.4,0.0,0.040000,0.125333,0.125333
crank_nicolson,0.4,0.0,0.060000,0.187381,0.187381
crank_nicolson,0.4,0.0,0.080000,0.248690,0.248690
crank_nicolson,0.4,0.0,0.100000,0.309017,0.309017
crank_nicolson,0.4,0.0,0.120000,0.368125,0.368125
crank_nicolson,0.4,0.0,0.140000,0.425779,0.425779
crank_nicolson,0.4,0.0,0.160000,0.481754,0.481754
crank_nicolson,0.4,0.0,0.180000,0.535827,0.535827
crank_nicolson,0.4,0.0,0.200000,0.587785,0.587785
crank_nicolson,0.4,0.0,0.220000,0.637424,0.637424
crank_nicolson,0.4,0.0,0.240000,0.684547,0.684547
crank_nicolson,0.4,0.0,0.260000,0.728969,0.728969
crank_nicolson,0.4,0.0,0.280000,0.770513,0.770513
crank_nicolson,0.4,0.0,0.300000,0.809017,0.809017
crank_nicolson,0.4,0.0,0.320000,0.844328,0.844328
crank_nicolson,0.4,0.0,0.340000,0.876307,0.876307
crank_nicolson,0.4,0.0,0.360000,0.904827,0.904827
crank_nicolson,0.4,0.0,0.380000,0.929776,0.929776
crank_nicolson,0.4,0.0,0.400000,0.951057,0.951057
crank_nicolson,0.4,0.0,0.420000,0.968583,0.968583
crank_nicolson,0.4,0.0,0.440000,0.982287,0.982287
crank_nicolson,0.4,0.0,0.460000,0.992115,0.992115
crank_nicolson,0.4,0.0,0.480000,0.998027,0.998027
crank_nicolson,0.4,0.0,0.500000,1.000000,1.000000
crank_nicolson,0.4,0.0,0.520000,0.998027,0.998027
crank_nicolson,0.4,0.0,0.540000,0.992115,0.992115
crank_nicolson,0.4,0.0,0.560000,0.982287,0.982287
crank_nicolson,0.4,0.0,0.580000,0.968583,0.968583
crank_nicolson,0.4,0.0,0.600000,0.951057,0.951057
crank_nicolson,0.4,0.0,0.620000,0.929776,0.929776
crank_nicolson,0.4,0.0,0.640000,0.904827,0.904827
crank_nicolson,0.4,0.0,0.660000,0.876307,0.876307
crank_nicolson,0.4,0.0,0.680000,0.844328,0.844328
crank_nicolson,0.4,0.0,0.700000,0.809017,0.809017
crank_nicolson,0.4,0.0,0.720000,0.770513,0.770513
crank_nicolson,0.4,0.0,0.740000,0.728969,0.728969
crank_nicolson,0.4,0.0,0.760000,0.684547,0.684547
crank_nicolson,0.4,0.0,0.780000,0.637424,0.637424
crank_nicolson,0.4,0.0,0.800000,0.587785,0.587785
crank_nicolson,0.4,0.0,0.820000,0.535827,0.535827
crank_nicolson,0.4,0.0,0.840000,0.481754,0.481754
crank_nicolson,0.4,0.0,0.860000,0.425779,0.425779
crank_nicolson,0.4,0.0,0.880000,0.368125,0.368125
crank_nicolson,0.4,0.0,0.900000,0.309017,0.309017
crank_nicolson,0.4,0.0,0.920000,0.248690,0.248690
crank_nicolson,0.4,0.0,0.940000,0.187381,0.187381
crank_nicolson,0.4,0.0,0.960000,0.125333,0.125333
crank_nicolson,0.4,0.0,0.980000,0.062791,0.062791
crank_nicolson,0.4,0.0,1.000000,0.000000,0.000000
crank_nicolson,0.4,0.125,0.000000,0.000000,0.000000
crank_nicolson,0.4,0.125,0.020000,0.018300,0.018285
crank_nicolson,0.4,0.125,0.040000,0.036528,0.036499
crank_nicolson,0.4,0.125,0.060000,0.054612,0.054568
crank_nicolson,0.4,0.125,0.080000,0.072480,0.072422
crank_nicolson,0.4,0.125,0.100000,0.090062,0.089990
crank_nicolson,0.4,0.125,0.120000,0.107288,0.107203
crank_nicolson,0.4,0.125,0.140000,0.124092,0.123992
crank_nicolson,0.4,0.125,0.160000,0.140405,0.140293
crank_nicolson,0.4,0.125,0.180000,0.156165,0.156040
crank_nicolson,0.4,0.125,0.200000,0.171308,0.171171
crank_nicolson,0.4,0.125,0.220000,0.185775,0.185626
crank_nicolson,0.4,0.125,0.240000,0.199509,0.199349
crank_nicolson,0.4,0.125,0.260000,0.212455,0.212285
crank_nicolson,0.4,0.125,0.280000,0.224563,0.224383
crank_nicolson,0.4,0.125,0.300000,0.235785,0.235596
crank_nicolson,0.4,0.125,0.320000,0.246076,0.245879
crank_nicolson,0.4,0.125,0.340000,0.255396,0.255192
crank_nicolson,0.4,0.125,0.360000,0.263708,0.263497
crank_nicolson,0.4,0.125,0.380000,0.270980,0.270763
crank_nicolson,0.4,0.125,0.400000,0.277182,0.276960
crank_nicolson,0.4,0.125,0.420000,0.282290,0.282064
crank_nicolson,0.4,0.125,0.440000,0.286284,0.286055
crank_nicolson,0.4,0.125,0.460000,0.289148,0.288917
crank_nicolson,0.4,0.125,0.480000,0.290871,0.290638
crank_nicolson,0.4,0.125,0.500000,0.291446,0.291213
crank_nicolson,0.4,0.125,0.520000,0.290871,0.290638
crank_nicolson,0.4,0.125,0.540000,0.289148,0.288917
crank_nicolson,0.4,0.125,0.560000,0.286284,0.286055
crank_nicolson,0.4,0.125,0.580000,0.282290,0.282064
crank_nicolson,0.4,0.125,0.600000,0.277182,0.276960
crank_nicolson,0.4,0.125,0.620000,0.270980,0.270763
crank_nicolson,0.4,0.125,0.640000,0.263708,0.263497
crank_nicolson,0.4,0.125,0.660000,0.255396,0.255192
crank_nicolson,0.4,0.125,0.680000,0.246076,0.245879
crank_nicolson,0.4,0.125,0.700000,0.235785,0.235596
crank_nicolson,0.4,0.125,0.720000,0.224563,0.224383
crank_nicolson,0.4,0.125,0.740000,0.212455,0.212285
crank_nicolson,0.4,0.125,0.760000,0.199509,0.199349
crank_nicolson,0.4,0.125,0.780000,0.185775,0.185626
crank_nicolson,0.4,0.125,0.800000,0.171308,0.171171
crank_nicolson,0.4,0.125,0.820000,0.156165,0.156040
crank_nicolson,0.4,0.125,0.840000,0.140405,0.140293
crank_nicolson,0.4,0.125,0.860000,0.124092,0.123992
crank_nicolson,0.4,0.125,0.880000,0.107288,0.107203
crank_nicolson,0.4,0.125,0.900000,0.090062,0.089990
crank_nicolson,0.4,0.125,0.920000,0.072480,0.072422
crank_nicolson,0.4,0.125,0.940000,0.054612,0.054568
crank_nicolson,0.4,0.125,0.960000,0.036528,0.036499
crank_nicolson,0.4,0.125,0.980000,0.018300,0.018285
crank_nicolson,0.4,0.125,1.000000,0.000000,0.000000
crank_nicolson,0.4,0.25,0.000000,0.000000,0.000000
crank_nicolson,0.4,0.25,0.020000,0.005333,0.005325
crank_nicolson,0.4,0.25,0.040000,0.010646,0.010629
crank_nicolson,0.4,0.25,0.060000,0.015916,0.015891
crank_nicolson,0.4,0.25,0.080000,0.021124,0.021090
crank_nicolson,0.4,0.25,0.100000,0.026248,0.026206
crank_nicolson,0.4,0.25,0.120000,0.031269,0.031219
crank_nicolson,0.4,0.25,0.140000,0.036166,0.036108
crank_nicolson,0.4,0.25,0.160000,0.040921,0.040855
crank_nicolson,0.4,0.25,0.180000,0.045514,0.045441
crank_nicolson,0.4,0.25,0.200000,0.049927,0.049847
crank_nicolson,0.4,0.25,0.220000,0.054143,0.054057
crank_nicolson,0.4,0.25,0.240000,0.058146,0.058053
crank_nicolson,0.4,0.25,0.260000,0.061919,0.061820
crank_nicolson,0.4,0.25,0.280000,0.065448,0.065343
crank_nicolson,0.4,0.25,0.300000,0.068719,0.068609
crank_nicolson,0.4,0.25,0.320000,0.071718,0.071603
crank_nicolson,0.4,0.25,0.340000,0.074434,0.074315
crank_nicolson,0.4,0.25,0.360000,0.076857,0.076734
crank_nicolson,0.4,0.25,0.380000,0.078976,0.078850
crank_nicolson,0.4,0.25,0.400000,0.080784,0.080654
crank_nicolson,0.4,0.25,0.420000,0.082272,0.082141
crank_nicolson,0.4,0.25,0.440000,0.083436,0.083303
crank_nicolson,0.4,0.25,0.460000,0.084271,0.084136
crank_nicolson,0.4,0.25,0.480000,0.084773,0.084638
crank_nicolson,0.4,0.25,0.500000,0.084941,0.084805
crank_nicolson,0.4,0.25,0.520000,0.084773,0.084638
crank_nicolson,0.4,0.25,0.540000,0.084271,0.084136
crank_nicolson,0.4,0.25,0.560000,0.083436,0.083303
crank_nicolson,0.4,0.25,0.580000,0.082272,0.082141
crank_nicolson,0.4,0.25,0.600000,0.080784,0.080654
crank_nicolson,0.4,0.25,0.620000,0.078976,0.078850
crank_nicolson,0.4,0.25,0.640000,0.076857,0.076734
crank_nicolson,0.4,0.25,0.660000,0.074434,0.074315
crank_nicolson,0.4,0.25,0.680000,0.071718,0.071603
crank_nicolson,0.4,0.25,0.700000,0.068719,0.068609
crank_nicolson,0.4,0.25,0.720000,0.065448,0.065343
crank_nicolson,0.4,0.25,0.740000,0.061919,0.061820
crank_nicolson,0.4,0.25,0.760000,0.058146,0.058053
crank_nicolson,0.4,0.25,0.780000,0.054143,0.054057
crank_nicolson,0.4,0.25,0.800000,0.049927,0.049847
crank_nicolson,0.4,0.25,0.820000,0.045514,0.045441
crank_nicolson,0.4,0.25,0.840000,0.040921,0.040855
crank_nicolson,0.4,0.25,0.860000,0.036166,0.036108
crank_nicolson,0.4,0.25,0.880000,0.031269,0.031219
crank_nicolson,0.4,0.25,0.900000,0.026248,0.026206
crank_nicolson,0.4,0.25,0.920000,0.021124,0.021090
crank_nicolson,0.4,0.25,0.940000,0.015916,0.015891
crank_nicolson,0.4,0.25,0.960000,0.010646,0.010629
crank_nicolson,0.4,0.25,0.980000,0.005333,0.005325
crank_nicolson,0.4,0.25,1.000000,0.000000,0.000000
crank_nicolson,0.4,0.5,0.000000,0.000000,0.000000
crank_nicolson,0.4,0.5,0.020000,0.000452,0.000452
crank_nicolson,0.4,0.5,0.040000,0.000903,0.000901
crank_nicolson,0.4,0.5,0.060000,0.001350,0.001348
crank_nicolson,0.4,0.5,0.080000,0.001791,0.001789
crank_nicolson,0.4,0.5,0.100000,0.002226,0.002222
crank_nicolson,0.4,0.5,0.120000,0.002652,0.002648
crank_nicolson,0.4,0.5,0.140000,0.003067,0.003062
crank_nicolson,0.4,0.5,0.160000,0.003470,0.003465
crank_nicolson,0.4,0.5,0.180000,0.003860,0.003854
crank_nicolson,0.4,0.5,0.200000,0.004234,0.004227
crank_nicolson,0.4,0.5,0.220000,0.004592,0.004584
crank_nicolson,0.4,0.5,0.240000,0.004931,0.004923
crank_nicolson,0.4,0.5,0.260000,0.005251,0.005243
crank_nicolson,0.4,0.5,0.280000,0.005550,0.005541
crank_nicolson,0.4,0.5,0.300000,0.005828,0.005818
crank_nicolson,0.4,0.5,0.320000,0.006082,0.006072
crank_nicolson,0.4,0.5,0.340000,0.006313,0.006302
crank_nicolson,0.4,0.5,0.360000,0.006518,0.006507
crank_nicolson,0.4,0.5,0.380000,0.006698,0.006687
crank_nicolson,0.4,0.5,0.400000,0.006851,0.006840
crank_nicolson,0.4,0.5,0.420000,0.006977,0.006966
crank_nicolson,0.4,0.5,0.440000,0.007076,0.007064
crank_nicolson,0.4,0.5,0.460000,0.007147,0.007135
crank_nicolson,0.4,0.5,0.480000,0.007189,0.007178
crank_nicolson,0.4,0.5,0.500000,0.007204,0.007192
crank_nicolson,0.4,0.5,0.520000,0.007189,0.007178
crank_nicolson,0.4,0.5,0.540000,0.007147,0.007135
crank_nicolson,0.4,0.5,0.560000,0.007076,0.007064
crank_nicolson,0.4,0.5,0.580000,0.006977,0.006966
crank_nicolson,0.4,0.5,0.600000,0.006851,0.006840
crank_nicolson,0.4,0.5,0.620000,0.006698,0.006687
crank_nicolson,0.4,0.5,0.640000,0.006518,0.006507
crank_nicolson,0.4,0.5,0.660000,0.006313,0.006302
crank_nicolson,0.4,0.5,0.680000,0.006082,0.006072
crank_nicolson,0.4,0.5,0.700000,0.005828,0.005818
crank_nicolson,0.4,0.5,0.720000,0.005550,0.005541
crank_nicolson,0.4,0.5,0.740000,0.005251,0.005243
crank_nicolson,0.4,0.5,0.760000,0.004931,0.004923
crank_nicolson,0.4,0.5,0.780000,0.004592,0.004584
crank_nicolson,0.4,0.5,0.800000,0.004234,0.004227
crank_nicolson,0.4,0.5,0.820000,0.003860,0.003854
crank_nicolson,0.4,0.5,0.840000,0.003470,0.003465
crank_nicolson,0.4,0.5,0.860000,0.003067,0.003062
crank_nicolson,0.4,0.5,0.880000,0.002652,0.002648
crank_nicolson,0.4,0.5,0.900000,0.002226,0.002222
crank_nicolson,0.4,0.5,0.920000,0.001791,0.001789
crank_nicolson,0.4,0.5,0.940000,0.001350,0.001348
crank_nicolson,0.4,0.5,0.960000,0.000903,0.000901
crank_nicolson,0.4,0.5,0.980000,0.000452,0.000452
crank_nicolson,0.4,0.5,1.000000,0.000000,0.000000
crank_nicolson,5.0,0.0,0.000000,0.000000,0.000000
crank_nicolson,5.0,0.0,0.020000,0.062791,0.062791
crank_nicolson,5.0,0.0,0.040000,0.125333,0.125333
crank_nicolson,5.0,0.0,0.060000,0.187381,0.187381
crank_nicolson,5.0,0.0,0.080000,0.248690,0.248690
crank_nicolson,5.0,0.0,0.100000,0.309017,0.309017
crank_nicolson,5.0,0.0,0.120000,0.368125,0.368125
crank_nicolson,5.0,0.0,0.140000,0.425779,0.425779
crank_nicolson,5.0,0.0,0.160000,0.481754,0.481754
crank_nicolson,5.0,0.0,0.180000,0.535827,0.535827
crank_nicolson,5.0,0.0,0.200000,0.587785,0.587785
crank_nicolson,5.0,0.0,0.220000,0.637424,0.637424
crank_nicolson,5.0,0.0,0.240000,0.684547,0.684547
crank_nicolson,5.0,0.0,0.260000,0.728969,0.728969
crank_nicolson,5.0,0.0,0.280000,0.770513,0.770513
crank_nicolson,5.0,0.0,0.300000,0.809017,0.809017
crank_nicolson,5.0,0.0,0.320000,0.844328,0.844328
crank_nicolson,5.0,0.0,0.340000,0.876307,0.876307
crank_nicolson,5.0,0.0,0.360000,0.904827,0.904827
crank_nicolson,5.0,0.0,0.380000,0.929776,0.929776
crank_nicolson,5.0,0.0,0.400000,0.951057,0.951057
crank_nicolson,5.0,0.0,0.420000,0.968583,0.968583
crank_nicolson,5.0,0.0,0.440000,0.982287,0.982287
crank_nicolson,5.0,0.0,0.460000,0.992115,0.992115
crank_nicolson,5.0,0.0,0.480000,0.998027,0.998027
crank_nicolson,5.0,0.0,0.500000,1.000000,1.000000
crank_nicolson,5.0,0.0,0.520000,0.998027,0.998027
crank_nicolson,5.0,0.0,0.540000,0.992115,0.992115
crank_nicolson,5.0,0.0,0.560000,0.982287,0.982287
crank_nicolson,5.0,0.0,0.580000,0.968583,0.968583
crank_nicolson,5.0,0.0,0.600000,0.951057,0.951057
crank_nicolson,5.0,0.0,0.620000,0.929776,0.929776
crank_nicolson,5.0,0.0,0.640000,0.904827,0.904827
crank_nicolson,5.0,0.0,0.660000,0.876307,0.876307
crank_nicolson,5.0,0.0,0.680000,0.844328,0.844328
crank_nicolson,5.0,0.0,0.700000,0.809017,0.809017
crank_nicolson,5.0,0.0,0.720000,0.770513,0.770513
crank_nicolson,5.0,0.0,0.740000,0.728969,0.728969
crank_nicolson,5.0,0.0,0.760000,0.684547,0.684547
crank_nicolson,5.0,0.0,0.780000,0.637424,0.637424
crank_nicolson,5.0,0.0,0.800000,0.587785,0.587785
crank_nicolson,5.0,0.0,0.820000,0.535827,0.535827
crank_nicolson,5.0,0.0,0.840000,0.481754,0.481754
crank_nicolson,5.0,0.0,0.860000,0.425779,0.425779
crank_nicolson,5.0,0.0,0.880000,0.368125,0.368125
crank_nicolson,5.0,0.0,0.900000,0.309017,0.309017
crank_nicolson,5.0,0.0,0.920000,0.248690,0.248690
crank_nicolson,5.0,0.0,0.940000,0.187381,0.187381
crank_nicolson,5.0,0.0,0.960000,0.125333,0.125333
crank_nicolson,5.0,0.0,0.980000,0.062791,0.062791
crank_nicolson,5.0,0.0,1.000000,0.000000,0.000000
crank_nicolson,5.0,0.125,0.000000,0.000000,0.000000
crank_nicolson,5.0,0.125,0.020000,0.018473,0.018285
crank_nicolson,5.0,0.125,0.040000,0.036874,0.036499
crank_nicolson,5.0,0.125,0.060000,0.055129,0.054568
crank_nicolson,5.0,0.125,0.080000,0.073167,0.072422
crank_nicolson,5.0,0.125,0.100000,0.090915,0.089990
crank_nicolson,5.0,0.125,0.120000,0.108305,0.107203
crank_nicolson,5.0,0.125,0.140000,0.125268,0.123992
crank_nicolson,5.0,0.125,0.160000,0.141736,0.140293
crank_nicolson,5.0,0.125,0.180000,0.157645,0.156040
crank_nicolson,5.0,0.125,0.200000,0.172931,0.171171
crank_nicolson,5.0,0.125,0.220000,0.187535,0.185626
crank_nicolson,5.0,0.125,0.240000,0.201399,0.199349
crank_nicolson,5.0,0.125,0.260000,0.214468,0.212285
crank_nicolson,5.0,0.125,0.280000,0.226691,0.224383
crank_nicolson,5.0,0.125,0.300000,0.238019,0.235596
crank_nicolson,5.0,0.125,0.320000,0.248408,0.245879
crank_nicolson,5.0,0.125,0.340000,0.257816,0.255192
crank_nicolson,5.0,0.125,0.360000,0.266207,0.263497
crank_nicolson,5.0,0.125,0.380000,0.273548,0.270763
crank_nicolson,5.0,0.125,0.400000,0.279808,0.276960
crank_nicolson,5.0,0.125,0.420000,0.284965,0.282064
crank_nicolson,5.0,0.125,0.440000,0.288997,0.286055
crank_nicolson,5.0,0.125,0.460000,0.291888,0.288917
crank_nicolson,5.0,0.125,0.480000,0.293628,0.290638
crank_nicolson,5.0,0.125,0.500000,0.294208,0.291213
crank_nicolson,5.0,0.125,0.520000,0.293628,0.290638
crank_nicolson,5.0,0.125,0.540000,0.291888,0.288917
crank_nicolson,5.0,0.125,0.560000,0.288997,0.286055
crank_nicolson,5.0,0.125,0.580000,0.284965,0.282064
crank_nicolson,5.0,0.125,0.600000,0.279808,0.276960
crank_nicolson,5.0,0.125,0.620000,0.273548,0.270763
crank_nicolson,5.0,0.125,0.640000,0.266207,0.263497
crank_nicolson,5.0,0.125,0.660000,0.257816,0.255192
crank_nicolson,5.0,0.125,0.680000,0.248408,0.245879
crank_nicolson,5.0,0.125,0.700000,0.238019,0.235596
crank_nicolson,5.0,0.125,0.720000,0.226691,0.224383
crank_nicolson,5.0,0.125,0.740000,0.214468,0.212285
crank_nicolson,5.0,0.125,0.760000,0.201399,0.199349
crank_nicolson,5.0,0.125,0.780000,0.187535,0.185626
crank_nicolson,5.0,0.125,0.800000,0.172931,0.171171
crank_nicolson,5.0,0.125,0.820000,0.157645,0.156040
crank_nicolson,5.0,0.125,0.840000,0.141736,0.140293
crank_nicolson,5.0,0.125,0.860000,0.125268,0.123992
crank_nicolson,5.0,0.125,0.880000,0.108305,0.107203
crank_nicolson,5.0,0.125,0.900000,0.090915,0.089990
crank_nicolson,5.0,0.125,0.920000,0.073167,0.072422
crank_nicolson,5.0,0.125,0.940000,0.055129,0.054568
crank_nicolson,5.0,0.125,0.960000,0.036874,0.036499
crank_nicolson,5.0,0.125,0.980000,0.018473,0.018285
crank_nicolson,5.0,0.125,1.000000,0.000000,0.000000
crank_nicolson,5.0,0.25,0.000000,0.000000,0.000000
crank_nicolson,5.0,0.25,0.020000,0.005329,0.005325
crank_nicolson,5.0,0.25,0.040000,0.010637,0.010629
crank_nicolson,5.0,0.25,0.060000,0.015902,0.015891
crank_nicolson,5.0,0.25,0.080000,0.021106,0.021090
crank_nicolson,5.0,0.25,0.100000,0.026225,0.026206
crank_nicolson,5.0,0.25,0.120000,0.031242,0.031219
crank_nicolson,5.0,0.25,0.140000,0.036135,0.036108
crank_nicolson,5.0,0.25,0.160000,0.040885,0.040855
crank_nicolson,5.0,0.25,0.180000,0.045474,0.045441
crank_nicolson,5.0,0.25,0.200000,0.049884,0.049847
crank_nicolson,5.0,0.25,0.220000,0.054096,0.054057
crank_nicolson,5.0,0.25,0.240000,0.058095,0.058053
crank_nicolson,5.0,0.25,0.260000,0.061865,0.061820
crank_nicolson,5.0,0.25,0.280000,0.065391,0.065343
crank_nicolson,5.0,0.25,0.300000,0.068659,0.068609
crank_nicolson,5.0,0.25,0.320000,0.071656,0.071603
crank_nicolson,5.0,0.25,0.340000,0.074370,0.074315
crank_nicolson,5.0,0.25,0.360000,0.076790,0.076734
crank_nicolson,5.0,0.25,0.380000,0.078907,0.078850
crank_nicolson,5.0,0.25,0.400000,0.080713,0.080654
crank_nicolson,5.0,0.25,0.420000,0.082201,0.082141
crank_nicolson,5.0,0.25,0.440000,0.083364,0.083303
crank_nicolson,5.0,0.25,0.460000,0.084198,0.084136
crank_nicolson,5.0,0.25,0.480000,0.084700,0.084638
crank_nicolson,5.0,0.25,0.500000,0.084867,0.084805
crank_nicolson,5.0,0.25,0.520000,0.084700,0.084638
crank_nicolson,5.0,0.25,0.540000,0.084198,0.084136
crank_nicolson,5.0,0.25,0.560000,0.083364,0.083303
crank_nicolson,5.0,0.25,0.580000,0.082201,0.082141
crank_nicolson,5.0,0.25,0.600000,0.080713,0.080654
crank_nicolson,5.0,0.25,0.620000,0.078907,0.078850
crank_nicolson,5.0,0.25,0.640000,0.076790,0.076734
crank_nicolson,5.0,0.25,0.660000,0.074370,0.074315
crank_nicolson,5.0,0.25,0.680000,0.071656,0.071603
crank_nicolson,5.0,0.25,0.700000,0.068659,0.068609
crank_nicolson,5.0,0.25,0.720000,0.065391,0.065343
crank_nicolson,5.0,0.25,0.740000,0.061865,0.061820
crank_nicolson,5.0,0.25,0.760000,0.058095,0.058053
crank_nicolson,5.0,0.25,0.780000,0.054096,0.054057
crank_nicolson,5.0,0.25,0.800000,0.049884,0.049847
crank_nicolson,5.0,0.25,0.820000,0.045474,0.045441
crank_nicolson,5.0,0.25,0.840000,0.040885,0.040855
crank_nicolson,5.0,0.25,0.860000,0.036135,0.036108
crank_nicolson,5.0,0.25,0.880000,0.031242,0.031219
crank_nicolson,5.0,0.25,0.900000,0.026225,0.026206
crank_nicolson,5.0,0.25,0.920000,0.021106,0.021090
crank_nicolson,5.0,0.25,0.940000,0.015902,0.015891
crank_nicolson,5.0,0.25,0.960000,0.010637,0.010629
crank_nicolson,5.0,0.25,0.980000,0.005329,0.005325
crank_nicolson,5.0,0.25,1.000000,0.000000,0.000000
crank_nicolson,5.0,0.5,0.000000,0.000000,0.000000
crank_nicolson,5.0,0.5,0.020000,0.000452,0.000452
crank_nicolson,5.0,0.5,0.040000,0.000903,0.000901
crank_nicolson,5.0,0.5,0.060000,0.001350,0.001348
crank_nicolson,5.0,0.5,0.080000,0.001791,0.001789
crank_nicolson,5.0,0.5,0.100000,0.002226,0.002222
crank_nicolson,5.0,0.5,0.120000,0.002651,0.002648
crank_nicolson,5.0,0.5,0.140000,0.003067,0.003062
crank_nicolson,5.0,0.5,0.160000,0.003470,0.003465
crank_nicolson,5.0,0.5,0.180000,0.003859,0.003854
crank_nicolson,5.0,0.5,0.200000,0.004233,0.004227
